2,12,0.640835269,-2.78E-17,-0.764771502,1,-0.552325851,0.871000696,0.93327418,0.701651998,0.139244703,0.373155065,0.298474495,0.038073131,0.033243154,0.393399534,0.003217266
2,24,0.866468318,-1.02E-16,-0.270474687,1,-0.466000186,0.98216929,0.991044545,0.662962673,0.31226697,0.558808527,0.411126604,0.099292973,0.096974626,0.408067639,0.023596331
2,36,0.780198849,-2.62E-17,-0.358450067,1,-0.405766979,0.951687454,0.975544696,0.621067391,0.373982089,0.61154075,0.460314523,0.016521593,0.049206629,0.450888877,0.001803043
2,48,0.779027334,-6.01E-17,0.527744366,1,-0.623789487,0.951171081,0.975280001,0.777913661,0.232836165,0.482530999,0.38116065,-0.002933387,0.063026241,0.30332908,0.000609504
2,60,0.905117947,-5.92E-17,-0.49584599,1,-0.445024426,0.990997396,0.995488521,0.609076456,0.44083936,0.663957348,0.454227203,-0.029783501,0.027515,0.366369683,0.002236793
2,72,0.773206728,-1.85E-17,-0.499939689,1,-0.384507127,0.948564812,0.97394292,0.582487783,0.388397312,0.623215301,0.488508075,-0.009198167,0.003689752,0.238135363,0.00014252
2,84,0.829687227,-5.78E-18,-0.400610126,1,-0.365685716,0.970993559,0.985390054,0.554172512,0.431779957,0.657099656,0.487345363,0.012476222,0.009376471,0.222572606,0.000525594
2,96,0.788269606,-4.16E-17,-1.460367658,1,-0.470334987,0.95517024,0.977328113,0.672377183,0.362507639,0.602086073,0.463036189,-0.004412976,0.005299649,0.194137009,0.000120468
2,108,0.834076066,6.48E-17,-0.700688726,1,-0.444051449,0.972469248,0.986138554,0.622693402,0.388628949,0.623401114,0.424199311,0.009225997,0.011979195,0.246138458,0.000449016
2,120,0.788022866,3.33E-17,-0.673521338,1,-0.409102761,0.955065695,0.977274626,0.598737271,0.414128224,0.643527951,0.447393987,0.010771807,0.001773467,0.220065601,8.68E-05
5,42,0.784194514,3.44E-17,-1.188707047,1,-0.134862664,0.953427992,0.976436374,0.791484159,0.05874566,0.24237504,0.187612331,-0.055912715,0.049290177,0.432540244,0.004476861
5,84,0.790919504,2.42E-16,-0.176358283,1,-0.247142054,0.956285346,0.977898433,0.832707895,0.076248729,0.276131724,0.22222545,-0.00200609,0.043932508,0.421065915,0.002332255
5,126,0.868281747,1.62E-16,-0.486366003,1,-0.118734475,0.982650302,0.991287194,0.764117235,0.073846773,0.271747628,0.218802849,-0.023513143,0.025099456,0.348028642,0.001756917
5,168,0.805787369,4.49E-17,1.198502279,1,-0.197614578,0.962281454,0.980959456,0.773747658,0.092931049,0.304845943,0.236141447,0.018975735,0.037048748,0.382639324,0.001722911
5,210,0.819751876,-1.02E-16,-1.140898258,1,-0.174682446,0.967510614,0.983621174,0.777746127,0.079306764,0.281614567,0.226199031,-0.009878029,0.021597626,0.362747551,0.000613732
5,252,0.819256023,-1.23E-16,-0.151791087,1,-0.129123006,0.967331615,0.98353018,0.789044628,0.076211563,0.276064419,0.223761877,0.000536606,0.026967003,0.324716978,0.000911141
5,294,0.861565847,9.67E-17,-4.34646032,1,-0.21078838,0.980835985,0.99037164,0.803712286,0.091456452,0.302417678,0.242764172,0.013162507,0.015266116,0.326501329,0.00031388
5,336,0.828973551,-3.70E-17,-0.434421602,1,-0.157688988,0.970749954,0.985266438,0.810644457,0.074731071,0.273369842,0.218352273,0.021854528,0.017980945,0.312751537,0.000774782
5,378,0.89380729,-7.05E-18,1.650840779,1,-0.208632025,0.988723108,0.994345568,0.809880921,0.082652625,0.287493695,0.225048618,-0.0198477,0.016049319,0.314044218,0.001282937
5,420,0.817767787,1.18E-16,-0.996175784,1,-0.185010239,0.966791421,0.983255521,0.789677774,0.096323632,0.310360488,0.244244516,-0.011452844,0.006181548,0.310563559,0.000224734
10,132,0.802562458,-6.73E-18,-1.31128016,1,0.498223961,0.961018417,0.980315468,0.707753376,0.119936199,0.346318061,0.276773479,-0.00336543,0.03419958,0.465922682,0.002419548
10,264,0.741196588,1.35E-17,0.049036609,1,0.492950799,0.933020794,0.965930015,0.676281768,0.223653869,0.472920574,0.379856694,-0.012281332,0.028214793,0.435390579,0.001373091
10,396,0.834009999,-1.35E-17,0.799742556,1,0.495691366,0.97244732,0.986127436,0.695606328,0.240182557,0.490084234,0.393234318,0.003567105,0.015614187,0.437420235,0.000644339
10,528,0.846912719,-1.26E-17,0.358075995,1,0.492599599,0.976564284,0.988212672,0.70314525,0.243865439,0.493827337,0.39615127,0.007152695,0.020922185,0.440488543,0.000761693
