Surrogate model,dataset,Surrogate modeling method,accuracy,robustness,time
BF19_1kriging_spherical,BF19_1,kriging_spherical,-0.016335745,0.214415802,462.1728
BF19_2kriging_spherical,BF19_2,kriging_spherical,0.003204489,0.214415802,2021.3482
BF19_3kriging_spherical,BF19_3,kriging_spherical,0.007254008,0.214415802,5279.8845
BF19_4kriging_spherical,BF19_4,kriging_spherical,0.01495133,0.214415802,9650.8913
BF19_5kriging_spherical,BF19_5,kriging_spherical,0.018413291,0.214415802,12689.2031
BF19_6kriging_spherical,BF19_6,kriging_spherical,0.025675787,0.214415802,17411.0453
BF19_7kriging_spherical,BF19_7,kriging_spherical,0.027357765,0.214415802,24800.6879
BF19_8kriging_spherical,BF19_8,kriging_spherical,0.029217588,0.214415802,32043.5674
BF19_9kriging_spherical,BF19_9,kriging_spherical,0.02741015,0.214415802,41018.1232
BF19_10kriging_spherical,BF19_10,kriging_spherical,0.032940217,0.214415802,50860.3636
BF20_1kriging_spherical,BF20_1,kriging_spherical,0.059644697,0.214415802,5.5092
BF20_2kriging_spherical,BF20_2,kriging_spherical,-0.065183006,0.214415802,3.2374
BF20_3kriging_spherical,BF20_3,kriging_spherical,-0.050241154,0.214415802,3.8341
BF20_4kriging_spherical,BF20_4,kriging_spherical,-0.057126361,0.214415802,27.2705
BF20_5kriging_spherical,BF20_5,kriging_spherical,0.004663128,0.214415802,28.8679
BF20_6kriging_spherical,BF20_6,kriging_spherical,-0.020610697,0.214415802,42.4241
BF20_7kriging_spherical,BF20_7,kriging_spherical,-0.008435492,0.214415802,56.4056
BF20_8kriging_spherical,BF20_8,kriging_spherical,-0.024249373,0.214415802,70.8902
BF20_9kriging_spherical,BF20_9,kriging_spherical,0.023500621,0.214415802,109.6388
BF20_10kriging_spherical,BF20_10,kriging_spherical,0.01721371,0.214415802,114.8867
BF21_1kriging_spherical,BF21_1,kriging_spherical,-1.792099017,0.214415802,4.3843
BF21_2kriging_spherical,BF21_2,kriging_spherical,0.214928235,0.214415802,4.1935
BF21_3kriging_spherical,BF21_3,kriging_spherical,0.212952506,0.214415802,8.3055
BF21_4kriging_spherical,BF21_4,kriging_spherical,0.015546425,0.214415802,18.9971
BF21_5kriging_spherical,BF21_5,kriging_spherical,0.038552225,0.214415802,48.3392
BF21_6kriging_spherical,BF21_6,kriging_spherical,0.003161663,0.214415802,63.0809
BF21_7kriging_spherical,BF21_7,kriging_spherical,0.051901697,0.214415802,94.9806
BF21_8kriging_spherical,BF21_8,kriging_spherical,0.061760249,0.214415802,116.9387
BF21_9kriging_spherical,BF21_9,kriging_spherical,0.058217296,0.214415802,127.2679
BF21_10kriging_spherical,BF21_10,kriging_spherical,0.015321579,0.214415802,147.8554
BF22_1kriging_spherical,BF22_1,kriging_spherical,-0.039255591,0.214415802,13.0241
BF22_2kriging_spherical,BF22_2,kriging_spherical,-0.024049847,0.214415802,56.6274
BF22_3kriging_spherical,BF22_3,kriging_spherical,-0.044418103,0.214415802,93.815
BF22_4kriging_spherical,BF22_4,kriging_spherical,-0.019099125,0.214415802,109.7167
BF22_5kriging_spherical,BF22_5,kriging_spherical,-0.000563802,0.214415802,126.0831
BF22_6kriging_spherical,BF22_6,kriging_spherical,0.004158237,0.214415802,139.8681
BF22_7kriging_spherical,BF22_7,kriging_spherical,0.023307283,0.214415802,700.6462
BF22_8kriging_spherical,BF22_8,kriging_spherical,0.017306365,0.214415802,188.7848
BF22_9kriging_spherical,BF22_9,kriging_spherical,0.02548902,0.214415802,1368.7989
BF22_10kriging_spherical,BF22_10,kriging_spherical,0.008047984,0.214415802,1379.8133
BF23_1kriging_spherical,BF23_1,kriging_spherical,-0.028459652,0.214415802,126.3569
BF23_2kriging_spherical,BF23_2,kriging_spherical,-0.010126745,0.214415802,215.164
BF23_3kriging_spherical,BF23_3,kriging_spherical,0.013797397,0.214415802,626.6734
BF23_4kriging_spherical,BF23_4,kriging_spherical,0.014434825,0.214415802,1246.8523
BF23_5kriging_spherical,BF23_5,kriging_spherical,0.012967438,0.214415802,1766.742
BF23_6kriging_spherical,BF23_6,kriging_spherical,0.001016538,0.214415802,2553.0988
BF23_7kriging_spherical,BF23_7,kriging_spherical,0.017614189,0.214415802,3437.8803
BF23_8kriging_spherical,BF23_8,kriging_spherical,0.021891238,0.214415802,4556.4713
BF23_9kriging_spherical,BF23_9,kriging_spherical,0.017842067,0.214415802,6008.082
BF23_10kriging_spherical,BF23_10,kriging_spherical,0.026370393,0.214415802,7411.9618
BF24_1kriging_spherical,BF24_1,kriging_spherical,-0.012853164,0.214415802,310.892
BF24_2kriging_spherical,BF24_2,kriging_spherical,-0.008007605,0.214415802,2029.1849
BF24_3kriging_spherical,BF24_3,kriging_spherical,0.00342789,0.214415802,4402.7403
BF24_4kriging_spherical,BF24_4,kriging_spherical,0.01103226,0.214415802,8128.8774
BF24_5kriging_spherical,BF24_5,kriging_spherical,0.008180744,0.214415802,12260.5429
BF24_6kriging_spherical,BF24_6,kriging_spherical,0.007728383,0.214415802,17806.1336
BF24_7kriging_spherical,BF24_7,kriging_spherical,0.01338386,0.214415802,24170.1411
BF24_8kriging_spherical,BF24_8,kriging_spherical,0.013815552,0.214415802,31711.0731
BF24_9kriging_spherical,BF24_9,kriging_spherical,0.004407559,0.214415802,40784.8456
BF24_10kriging_spherical,BF24_10,kriging_spherical,0.011550056,0.214415802,51134.3185
BF25_1kriging_spherical,BF25_1,kriging_spherical,-38.64001752,0.214415802,3.1449
BF25_2kriging_spherical,BF25_2,kriging_spherical,-0.064386252,0.214415802,3.4341
BF25_3kriging_spherical,BF25_3,kriging_spherical,-0.108577845,0.214415802,5.3855
BF25_4kriging_spherical,BF25_4,kriging_spherical,-0.310058026,0.214415802,23.0376
BF25_5kriging_spherical,BF25_5,kriging_spherical,-0.049941218,0.214415802,28.1439
BF25_6kriging_spherical,BF25_6,kriging_spherical,65535,0.214415802,31.3056
BF25_7kriging_spherical,BF25_7,kriging_spherical,-0.095421751,0.214415802,43.8846
BF25_8kriging_spherical,BF25_8,kriging_spherical,-0.039079898,0.214415802,36.4952
BF25_9kriging_spherical,BF25_9,kriging_spherical,-0.031062168,0.214415802,69.2511
BF25_10kriging_spherical,BF25_10,kriging_spherical,-0.689755738,0.214415802,48.3026
BF26_1kriging_spherical,BF26_1,kriging_spherical,-0.138568429,0.214415802,4.4252
BF26_2kriging_spherical,BF26_2,kriging_spherical,0.093002368,0.214415802,4.6493
BF26_3kriging_spherical,BF26_3,kriging_spherical,-0.24344251,0.214415802,6.1052
BF26_4kriging_spherical,BF26_4,kriging_spherical,-1.459796255,0.214415802,35.5932
BF26_5kriging_spherical,BF26_5,kriging_spherical,-5.393204482,0.214415802,39.8843
BF26_6kriging_spherical,BF26_6,kriging_spherical,-2.165620253,0.214415802,48.6241
BF26_7kriging_spherical,BF26_7,kriging_spherical,-0.311986675,0.214415802,70.2301
BF26_8kriging_spherical,BF26_8,kriging_spherical,-1.056083942,0.214415802,51.9193
BF26_9kriging_spherical,BF26_9,kriging_spherical,-0.619660947,0.214415802,97.3757
BF26_10kriging_spherical,BF26_10,kriging_spherical,-0.351952718,0.214415802,98.9378
BF27_1kriging_spherical,BF27_1,kriging_spherical,-0.09414949,0.214415802,12.9196
BF27_2kriging_spherical,BF27_2,kriging_spherical,-0.055045229,0.214415802,57.7963
BF27_3kriging_spherical,BF27_3,kriging_spherical,-0.003557766,0.214415802,75.3219
BF27_4kriging_spherical,BF27_4,kriging_spherical,0.002317697,0.214415802,262.8836
BF27_5kriging_spherical,BF27_5,kriging_spherical,-0.001949597,0.214415802,128.0297
BF27_6kriging_spherical,BF27_6,kriging_spherical,-0.010413251,0.214415802,138.7048
BF27_7kriging_spherical,BF27_7,kriging_spherical,-0.009628401,0.214415802,161.103
BF27_8kriging_spherical,BF27_8,kriging_spherical,-0.005142279,0.214415802,169.9228
BF27_9kriging_spherical,BF27_9,kriging_spherical,-0.001291782,0.214415802,227.4662
BF27_10kriging_spherical,BF27_10,kriging_spherical,-0.004750637,0.214415802,524.0463
BF28_1kriging_spherical,BF28_1,kriging_spherical,-0.062763331,0.214415802,136.5914
BF28_2kriging_spherical,BF28_2,kriging_spherical,-0.009700416,0.214415802,229.5363
BF28_3kriging_spherical,BF28_3,kriging_spherical,-0.012410499,0.214415802,650.3242
BF28_4kriging_spherical,BF28_4,kriging_spherical,0.002833502,0.214415802,1299.3396
BF28_5kriging_spherical,BF28_5,kriging_spherical,-0.002717898,0.214415802,1804.9755
BF28_6kriging_spherical,BF28_6,kriging_spherical,-0.002249209,0.214415802,2664.267
BF28_7kriging_spherical,BF28_7,kriging_spherical,0.007138073,0.214415802,3541.6647
BF28_8kriging_spherical,BF28_8,kriging_spherical,0.003092263,0.214415802,4807.6969
BF28_9kriging_spherical,BF28_9,kriging_spherical,-0.000309226,0.214415802,6116.2211
BF28_10kriging_spherical,BF28_10,kriging_spherical,-0.001113189,0.214415802,7468.6489
BF29_1kriging_spherical,BF29_1,kriging_spherical,-0.01828493,0.214415802,314.7987
BF29_2kriging_spherical,BF29_2,kriging_spherical,-0.009604511,0.214415802,2035.8114
BF29_3kriging_spherical,BF29_3,kriging_spherical,-0.001781934,0.214415802,4383.0534
BF29_4kriging_spherical,BF29_4,kriging_spherical,-0.004511607,0.214415802,8401.2393
BF29_5kriging_spherical,BF29_5,kriging_spherical,-0.001049906,0.214415802,13535.5251
BF29_6kriging_spherical,BF29_6,kriging_spherical,-0.001019023,0.214415802,24330.0822
BF29_7kriging_spherical,BF29_7,kriging_spherical,-0.000832172,0.214415802,29738.7053
BF29_8kriging_spherical,BF29_8,kriging_spherical,0.002547628,0.214415802,39925.8182
BF29_9kriging_spherical,BF29_9,kriging_spherical,0.000155639,0.214415802,48381.1529
BF29_10kriging_spherical,BF29_10,kriging_spherical,0.003320276,0.214415802,60541.0131
BF30_1kriging_spherical,BF30_1,kriging_spherical,-0.249678266,0.214415802,3.9443
BF30_2kriging_spherical,BF30_2,kriging_spherical,-0.124600587,0.214415802,3.3497
BF30_3kriging_spherical,BF30_3,kriging_spherical,0.023530941,0.214415802,4.0254
BF30_4kriging_spherical,BF30_4,kriging_spherical,65535,0.214415802,29.1466
BF30_5kriging_spherical,BF30_5,kriging_spherical,-0.102337301,0.214415802,27.7438
BF30_6kriging_spherical,BF30_6,kriging_spherical,-0.02329901,0.214415802,37.9221
BF30_7kriging_spherical,BF30_7,kriging_spherical,-0.525798064,0.214415802,48.2706
BF30_8kriging_spherical,BF30_8,kriging_spherical,-0.077628933,0.214415802,53.6141
BF30_9kriging_spherical,BF30_9,kriging_spherical,0.017465139,0.214415802,82.0312
BF30_10kriging_spherical,BF30_10,kriging_spherical,-0.091245945,0.214415802,66.7882
BF31_1kriging_spherical,BF31_1,kriging_spherical,0.273623561,0.214415802,3.0373
BF31_2kriging_spherical,BF31_2,kriging_spherical,0.289988938,0.214415802,3.4947
BF31_3kriging_spherical,BF31_3,kriging_spherical,0.333072493,0.214415802,3.8142
BF31_4kriging_spherical,BF31_4,kriging_spherical,65535,0.214415802,32.2455
BF31_5kriging_spherical,BF31_5,kriging_spherical,0.099994632,0.214415802,41.5988
BF31_6kriging_spherical,BF31_6,kriging_spherical,0.099989038,0.214415802,58.5349
BF31_7kriging_spherical,BF31_7,kriging_spherical,0.099995694,0.214415802,70.446
BF31_8kriging_spherical,BF31_8,kriging_spherical,0.099979445,0.214415802,84.4824
BF31_9kriging_spherical,BF31_9,kriging_spherical,0.099998489,0.214415802,102.5673
BF31_10kriging_spherical,BF31_10,kriging_spherical,0.099994854,0.214415802,120.8336
BF32_1kriging_spherical,BF32_1,kriging_spherical,0.167389494,0.214415802,3.3508
BF32_2kriging_spherical,BF32_2,kriging_spherical,0.332022793,0.214415802,4.1936
BF32_3kriging_spherical,BF32_3,kriging_spherical,0.332110332,0.214415802,5.5647
BF32_4kriging_spherical,BF32_4,kriging_spherical,0.099976918,0.214415802,35.6003
BF32_5kriging_spherical,BF32_5,kriging_spherical,0.099994896,0.214415802,46.7257
BF32_6kriging_spherical,BF32_6,kriging_spherical,0.099999156,0.214415802,61.2009
BF32_7kriging_spherical,BF32_7,kriging_spherical,65535,0.214415802,84.8364
BF32_8kriging_spherical,BF32_8,kriging_spherical,0.099996824,0.214415802,95.3846
BF32_9kriging_spherical,BF32_9,kriging_spherical,0.099999772,0.214415802,112.2993
BF32_10kriging_spherical,BF32_10,kriging_spherical,0.099999976,0.214415802,127.9017
BF33_1kriging_spherical,BF33_1,kriging_spherical,-0.379211558,0.214415802,3.3762
BF33_2kriging_spherical,BF33_2,kriging_spherical,0.279173909,0.214415802,4.5496
BF33_3kriging_spherical,BF33_3,kriging_spherical,0.331899323,0.214415802,6.909
BF33_4kriging_spherical,BF33_4,kriging_spherical,0.099995255,0.214415802,33.7713
BF33_5kriging_spherical,BF33_5,kriging_spherical,0.099983185,0.214415802,42.4874
BF33_6kriging_spherical,BF33_6,kriging_spherical,0.099998548,0.214415802,67.4185
BF33_7kriging_spherical,BF33_7,kriging_spherical,0.099948589,0.214415802,75.0573
BF33_8kriging_spherical,BF33_8,kriging_spherical,0.099998872,0.214415802,85.6724
BF33_9kriging_spherical,BF33_9,kriging_spherical,0.09998991,0.214415802,100.6114
BF33_10kriging_spherical,BF33_10,kriging_spherical,0.099999688,0.214415802,118.9206
BF34_1kriging_spherical,BF34_1,kriging_spherical,0.006653601,0.214415802,3.4219
BF34_2kriging_spherical,BF34_2,kriging_spherical,0.021087605,0.214415802,3.6349
BF34_3kriging_spherical,BF34_3,kriging_spherical,0.316655728,0.214415802,5.0245
BF34_4kriging_spherical,BF34_4,kriging_spherical,0.099992638,0.214415802,32.2275
BF34_5kriging_spherical,BF34_5,kriging_spherical,0.099988503,0.214415802,40.9984
BF34_6kriging_spherical,BF34_6,kriging_spherical,0.099999361,0.214415802,59.4803
BF34_7kriging_spherical,BF34_7,kriging_spherical,0.099999942,0.214415802,73.8857
BF34_8kriging_spherical,BF34_8,kriging_spherical,0.099999968,0.214415802,86.0341
BF34_9kriging_spherical,BF34_9,kriging_spherical,0.099999985,0.214415802,105.2502
BF34_10kriging_spherical,BF34_10,kriging_spherical,0.09999998,0.214415802,136.6535
BF35_1kriging_spherical,BF35_1,kriging_spherical,-3.686427656,0.214415802,60.2631
BF35_2kriging_spherical,BF35_2,kriging_spherical,0.083928366,0.214415802,111.7551
BF35_3kriging_spherical,BF35_3,kriging_spherical,0.092234601,0.214415802,283.7152
BF35_4kriging_spherical,BF35_4,kriging_spherical,0.095193645,0.214415802,219.0251
BF35_5kriging_spherical,BF35_5,kriging_spherical,0.096384164,0.214415802,238.5897
BF35_6kriging_spherical,BF35_6,kriging_spherical,0.097125058,0.214415802,402.1591
BF35_7kriging_spherical,BF35_7,kriging_spherical,0.098037567,0.214415802,828.981
BF35_8kriging_spherical,BF35_8,kriging_spherical,0.098686004,0.214415802,1070.4131
BF35_9kriging_spherical,BF35_9,kriging_spherical,0.098874021,0.214415802,1227.2895
BF35_10kriging_spherical,BF35_10,kriging_spherical,0.099261672,0.214415802,1691.9084
BF36_1kriging_spherical,BF36_1,kriging_spherical,-0.003160084,0.214415802,223.6895
BF36_2kriging_spherical,BF36_2,kriging_spherical,0.071588079,0.214415802,341.4182
BF36_3kriging_spherical,BF36_3,kriging_spherical,0.079535349,0.214415802,1572.4013
BF36_4kriging_spherical,BF36_4,kriging_spherical,0.080324299,0.214415802,2606.9624
BF36_5kriging_spherical,BF36_5,kriging_spherical,0.086049907,0.214415802,4556.5451
BF36_6kriging_spherical,BF36_6,kriging_spherical,0.08901011,0.214415802,6514.1165
BF36_7kriging_spherical,BF36_7,kriging_spherical,0.091876931,0.214415802,8907.1636
BF36_8kriging_spherical,BF36_8,kriging_spherical,0.09286861,0.214415802,12205.1816
BF36_9kriging_spherical,BF36_9,kriging_spherical,0.092799501,0.214415802,14719.4299
BF36_10kriging_spherical,BF36_10,kriging_spherical,0.094099024,0.214415802,18047.6026
BF37_1kriging_spherical,BF37_1,kriging_spherical,65535,0.214415802,63.5636
BF37_2kriging_spherical,BF37_2,kriging_spherical,0.089618549,0.214415802,99.1033
BF37_3kriging_spherical,BF37_3,kriging_spherical,0.09531089,0.214415802,124.2026
BF37_4kriging_spherical,BF37_4,kriging_spherical,0.095474355,0.214415802,156.9158
BF37_5kriging_spherical,BF37_5,kriging_spherical,0.097185503,0.214415802,216.9649
BF37_6kriging_spherical,BF37_6,kriging_spherical,0.09656021,0.214415802,381.9169
BF37_7kriging_spherical,BF37_7,kriging_spherical,0.09635013,0.214415802,803.1623
BF37_8kriging_spherical,BF37_8,kriging_spherical,0.096738119,0.214415802,1014.8687
BF37_9kriging_spherical,BF37_9,kriging_spherical,0.098494713,0.214415802,1388.2863
BF37_10kriging_spherical,BF37_10,kriging_spherical,0.098409117,0.214415802,1683.7754
BF38_1kriging_spherical,BF38_1,kriging_spherical,-0.007216172,0.214415802,249.2685
BF38_2kriging_spherical,BF38_2,kriging_spherical,0.077140264,0.214415802,351.9861
BF38_3kriging_spherical,BF38_3,kriging_spherical,0.08776667,0.214415802,1661.8523
BF38_4kriging_spherical,BF38_4,kriging_spherical,0.020709382,0.214415802,3117.0866
BF38_5kriging_spherical,BF38_5,kriging_spherical,0.091852857,0.214415802,4490.3649
BF38_6kriging_spherical,BF38_6,kriging_spherical,0.096045236,0.214415802,6396.1787
BF38_7kriging_spherical,BF38_7,kriging_spherical,0.091160233,0.214415802,8585.0282
BF38_8kriging_spherical,BF38_8,kriging_spherical,0.089376464,0.214415802,11121.4884
BF38_9kriging_spherical,BF38_9,kriging_spherical,0.090247978,0.214415802,14980.643
BF38_10kriging_spherical,BF38_10,kriging_spherical,0.091213704,0.214415802,18525.2594
BF39_1kriging_spherical,BF39_1,kriging_spherical,65535,0.214415802,3.6853
BF39_2kriging_spherical,BF39_2,kriging_spherical,0.318097606,0.214415802,4.3871
BF39_3kriging_spherical,BF39_3,kriging_spherical,0.329961783,0.214415802,7.2925
BF39_4kriging_spherical,BF39_4,kriging_spherical,0.099977735,0.214415802,39.1157
BF39_5kriging_spherical,BF39_5,kriging_spherical,0.099995816,0.214415802,54.1613
BF39_6kriging_spherical,BF39_6,kriging_spherical,0.09999958,0.214415802,74.0637
BF39_7kriging_spherical,BF39_7,kriging_spherical,0.099999991,0.214415802,86.6584
BF39_8kriging_spherical,BF39_8,kriging_spherical,0.1,0.214415802,99.8435
BF39_9kriging_spherical,BF39_9,kriging_spherical,0.099999999,0.214415802,117.0407
BF39_10kriging_spherical,BF39_10,kriging_spherical,0.1,0.214415802,149.6222
BF40_1kriging_spherical,BF40_1,kriging_spherical,-0.073371026,0.214415802,3.5148
BF40_2kriging_spherical,BF40_2,kriging_spherical,0.328153552,0.214415802,4.6223
BF40_3kriging_spherical,BF40_3,kriging_spherical,0.330160428,0.214415802,6.5345
BF40_4kriging_spherical,BF40_4,kriging_spherical,0.099995538,0.214415802,39.4345
BF40_5kriging_spherical,BF40_5,kriging_spherical,0.099995101,0.214415802,53.5062
BF40_6kriging_spherical,BF40_6,kriging_spherical,0.099998386,0.214415802,69.1267
BF40_7kriging_spherical,BF40_7,kriging_spherical,0.099999997,0.214415802,90.638
BF40_8kriging_spherical,BF40_8,kriging_spherical,0.099999992,0.214415802,101.4642
BF40_9kriging_spherical,BF40_9,kriging_spherical,0.099999998,0.214415802,123.6376
BF40_10kriging_spherical,BF40_10,kriging_spherical,0.1,0.214415802,147.8633
BF41_1kriging_spherical,BF41_1,kriging_spherical,-2.018369407,0.214415802,3.2798
BF41_2kriging_spherical,BF41_2,kriging_spherical,0.318576197,0.214415802,4.0002
BF41_3kriging_spherical,BF41_3,kriging_spherical,0.330610959,0.214415802,6.4171
BF41_4kriging_spherical,BF41_4,kriging_spherical,0.099975,0.214415802,38.2358
BF41_5kriging_spherical,BF41_5,kriging_spherical,0.099999294,0.214415802,55.0288
BF41_6kriging_spherical,BF41_6,kriging_spherical,0.099999999,0.214415802,66.5326
BF41_7kriging_spherical,BF41_7,kriging_spherical,0.099999996,0.214415802,84.8859
BF41_8kriging_spherical,BF41_8,kriging_spherical,0.1,0.214415802,99.71
BF41_9kriging_spherical,BF41_9,kriging_spherical,0.099999998,0.214415802,133.7094
BF41_10kriging_spherical,BF41_10,kriging_spherical,0.1,0.214415802,185.7251
BF42_1kriging_spherical,BF42_1,kriging_spherical,-0.655674016,0.214415802,5.8718
BF42_2kriging_spherical,BF42_2,kriging_spherical,0.179506569,0.214415802,6.4207
BF42_3kriging_spherical,BF42_3,kriging_spherical,0.291384458,0.214415802,7.1859
BF42_4kriging_spherical,BF42_4,kriging_spherical,0.096689659,0.214415802,27.8935
BF42_5kriging_spherical,BF42_5,kriging_spherical,0.099762971,0.214415802,41.0148
BF42_6kriging_spherical,BF42_6,kriging_spherical,0.099050881,0.214415802,62.4086
BF42_7kriging_spherical,BF42_7,kriging_spherical,0.099982595,0.214415802,79.1989
BF42_8kriging_spherical,BF42_8,kriging_spherical,0.099996709,0.214415802,84.1171
BF42_9kriging_spherical,BF42_9,kriging_spherical,0.099998921,0.214415802,101.0732
BF42_10kriging_spherical,BF42_10,kriging_spherical,0.09999995,0.214415802,111.6274
BF43_1kriging_spherical,BF43_1,kriging_spherical,0.027660496,0.214415802,4.3586
BF43_2kriging_spherical,BF43_2,kriging_spherical,0.106918174,0.214415802,5.931
BF43_3kriging_spherical,BF43_3,kriging_spherical,0.135819991,0.214415802,5.7325
BF43_4kriging_spherical,BF43_4,kriging_spherical,0.098174403,0.214415802,37.2327
BF43_5kriging_spherical,BF43_5,kriging_spherical,0.099834813,0.214415802,46.2326
BF43_6kriging_spherical,BF43_6,kriging_spherical,0.099926856,0.214415802,55.3883
BF43_7kriging_spherical,BF43_7,kriging_spherical,0.099974323,0.214415802,81.9273
BF43_8kriging_spherical,BF43_8,kriging_spherical,0.099992852,0.214415802,90.7588
BF43_9kriging_spherical,BF43_9,kriging_spherical,0.09999943,0.214415802,133.651
BF43_10kriging_spherical,BF43_10,kriging_spherical,0.099999976,0.214415802,162.2888
BF44_1kriging_spherical,BF44_1,kriging_spherical,-0.167219152,0.214415802,4.7519
BF44_2kriging_spherical,BF44_2,kriging_spherical,0.147954816,0.214415802,4.3202
BF44_3kriging_spherical,BF44_3,kriging_spherical,-0.148275367,0.214415802,6.9439
BF44_4kriging_spherical,BF44_4,kriging_spherical,-1.17E+19,0.214415802,31.9265
BF44_5kriging_spherical,BF44_5,kriging_spherical,-77694.3631,0.214415802,40.3813
BF44_6kriging_spherical,BF44_6,kriging_spherical,-0.096962823,0.214415802,64.409
BF44_7kriging_spherical,BF44_7,kriging_spherical,0.04792931,0.214415802,110.5992
BF44_8kriging_spherical,BF44_8,kriging_spherical,0.061208054,0.214415802,123.2233
BF44_9kriging_spherical,BF44_9,kriging_spherical,-0.295826396,0.214415802,148.0368
BF44_10kriging_spherical,BF44_10,kriging_spherical,0.064177856,0.214415802,172.419
BF45_1kriging_spherical,BF45_1,kriging_spherical,-0.161000065,0.214415802,80.5892
BF45_2kriging_spherical,BF45_2,kriging_spherical,-0.077684772,0.214415802,138.7286
BF45_3kriging_spherical,BF45_3,kriging_spherical,-0.031747381,0.214415802,163.084
BF45_4kriging_spherical,BF45_4,kriging_spherical,-0.004145363,0.214415802,214.4988
BF45_5kriging_spherical,BF45_5,kriging_spherical,-0.001852201,0.214415802,199.3301
BF45_6kriging_spherical,BF45_6,kriging_spherical,-0.004196248,0.214415802,402.5743
BF45_7kriging_spherical,BF45_7,kriging_spherical,-0.000505917,0.214415802,767.3976
BF45_8kriging_spherical,BF45_8,kriging_spherical,-0.008716855,0.214415802,1123.2603
BF45_9kriging_spherical,BF45_9,kriging_spherical,0.002544991,0.214415802,2397.7707
BF45_10kriging_spherical,BF45_10,kriging_spherical,0.012032924,0.214415802,1532.1982
BF46_1kriging_spherical,BF46_1,kriging_spherical,-0.014157521,0.214415802,208.9827
BF46_2kriging_spherical,BF46_2,kriging_spherical,-0.004071567,0.214415802,443.4502
BF46_3kriging_spherical,BF46_3,kriging_spherical,-0.001723702,0.214415802,1970.1957
BF46_4kriging_spherical,BF46_4,kriging_spherical,-0.00245255,0.214415802,3366.9203
BF46_5kriging_spherical,BF46_5,kriging_spherical,-0.00366376,0.214415802,4322.4635
BF46_6kriging_spherical,BF46_6,kriging_spherical,-0.001479657,0.214415802,6564.8938
BF46_7kriging_spherical,BF46_7,kriging_spherical,0.002804666,0.214415802,8976.2755
BF46_8kriging_spherical,BF46_8,kriging_spherical,0.003162735,0.214415802,11413.2635
BF46_9kriging_spherical,BF46_9,kriging_spherical,0.001844079,0.214415802,16083.0279
BF46_10kriging_spherical,BF46_10,kriging_spherical,-0.006976146,0.214415802,20312.2474
BF1_1kriging_cubic,BF1_1,kriging_cubic,-0.002146962,0.172543163,18.6098
BF1_2kriging_cubic,BF1_2,kriging_cubic,0.218677046,0.172543163,7.7066
BF1_3kriging_cubic,BF1_3,kriging_cubic,0.332319207,0.172543163,8.1769
BF1_4kriging_cubic,BF1_4,kriging_cubic,0.099901465,0.172543163,37.8872
BF1_5kriging_cubic,BF1_5,kriging_cubic,0.099987308,0.172543163,28.4275
BF1_6kriging_cubic,BF1_6,kriging_cubic,0.099999336,0.172543163,34.968
BF1_7kriging_cubic,BF1_7,kriging_cubic,0.09999972,0.172543163,44.5289
BF1_8kriging_cubic,BF1_8,kriging_cubic,0.09999999,0.172543163,52.7124
BF1_9kriging_cubic,BF1_9,kriging_cubic,0.099999996,0.172543163,62.8434
BF1_10kriging_cubic,BF1_10,kriging_cubic,0.1,0.172543163,66.7522
BF2_1kriging_cubic,BF2_1,kriging_cubic,-8.228211336,0.172543163,3.0592
BF2_2kriging_cubic,BF2_2,kriging_cubic,0.015770223,0.172543163,3.7402
BF2_3kriging_cubic,BF2_3,kriging_cubic,0.128278912,0.172543163,5.2932
BF2_4kriging_cubic,BF2_4,kriging_cubic,0.047903561,0.172543163,28.4171
BF2_5kriging_cubic,BF2_5,kriging_cubic,0.090065992,0.172543163,25.559
BF2_6kriging_cubic,BF2_6,kriging_cubic,0.09782442,0.172543163,33.8383
BF2_7kriging_cubic,BF2_7,kriging_cubic,0.096671193,0.172543163,40.2436
BF2_8kriging_cubic,BF2_8,kriging_cubic,0.09995904,0.172543163,47.5403
BF2_9kriging_cubic,BF2_9,kriging_cubic,0.096275411,0.172543163,55.2194
BF2_10kriging_cubic,BF2_10,kriging_cubic,0.099976289,0.172543163,55.1662
BF3_1kriging_cubic,BF3_1,kriging_cubic,-232.5286322,0.172543163,3.2264
BF3_2kriging_cubic,BF3_2,kriging_cubic,0.300205187,0.172543163,4.2017
BF3_3kriging_cubic,BF3_3,kriging_cubic,0.209901715,0.172543163,4.6734
BF3_4kriging_cubic,BF3_4,kriging_cubic,0.054149841,0.172543163,29.9617
BF3_5kriging_cubic,BF3_5,kriging_cubic,-0.321173646,0.172543163,34.8448
BF3_6kriging_cubic,BF3_6,kriging_cubic,0.072527237,0.172543163,39.0844
BF3_7kriging_cubic,BF3_7,kriging_cubic,0.098664373,0.172543163,40.613
BF3_8kriging_cubic,BF3_8,kriging_cubic,0.099789249,0.172543163,131.8153
BF3_9kriging_cubic,BF3_9,kriging_cubic,0.099931298,0.172543163,53.1332
BF3_10kriging_cubic,BF3_10,kriging_cubic,0.099963792,0.172543163,60.8574
BF4_1kriging_cubic,BF4_1,kriging_cubic,-1.03111337,0.172543163,7.0112
BF4_2kriging_cubic,BF4_2,kriging_cubic,0.186327522,0.172543163,6.2508
BF4_3kriging_cubic,BF4_3,kriging_cubic,-2.532322381,0.172543163,47.3327
BF4_4kriging_cubic,BF4_4,kriging_cubic,-23.60251923,0.172543163,39.1801
