Surrogate model,dataset,Surrogate modeling method,accuracy,robustness,time
BF1_1PRSM_1,BF1_1,PRSM_1,-2.355423028,0.19218019,3.3942
BF1_2PRSM_1,BF1_2,PRSM_1,-0.26927641,0.19218019,3.7904
BF1_3PRSM_1,BF1_3,PRSM_1,-0.48888287,0.19218019,2.7495
BF1_4PRSM_1,BF1_4,PRSM_1,-2.724271367,0.19218019,10.2562
BF1_5PRSM_1,BF1_5,PRSM_1,-2.192377052,0.19218019,8.7492
BF1_6PRSM_1,BF1_6,PRSM_1,-0.068403198,0.19218019,10.3968
BF1_7PRSM_1,BF1_7,PRSM_1,-0.108986349,0.19218019,9.7701
BF1_8PRSM_1,BF1_8,PRSM_1,0.007186567,0.19218019,9.4854
BF1_9PRSM_1,BF1_9,PRSM_1,-0.023900214,0.19218019,6.9445
BF1_10PRSM_1,BF1_10,PRSM_1,-0.125215799,0.19218019,8.4165
BF2_1PRSM_1,BF2_1,PRSM_1,-12.02731114,0.19218019,1.6358
BF2_2PRSM_1,BF2_2,PRSM_1,-0.848942535,0.19218019,1.7149
BF2_3PRSM_1,BF2_3,PRSM_1,-0.369541157,0.19218019,1.8704
BF2_4PRSM_1,BF2_4,PRSM_1,-0.611432343,0.19218019,10.9882
BF2_5PRSM_1,BF2_5,PRSM_1,-0.725265476,0.19218019,12.958
BF2_6PRSM_1,BF2_6,PRSM_1,-1.015332902,0.19218019,19.9235
BF2_7PRSM_1,BF2_7,PRSM_1,-0.292441026,0.19218019,17.1684
BF2_8PRSM_1,BF2_8,PRSM_1,-0.244509472,0.19218019,15.7743
BF2_9PRSM_1,BF2_9,PRSM_1,-0.738953705,0.19218019,12.8435
BF2_10PRSM_1,BF2_10,PRSM_1,-0.470334279,0.19218019,11.789
BF3_1PRSM_1,BF3_1,PRSM_1,-197.4363679,0.19218019,1.8856
BF3_2PRSM_1,BF3_2,PRSM_1,0.33007408,0.19218019,2.2705
BF3_3PRSM_1,BF3_3,PRSM_1,0.43838965,0.19218019,1.9855
BF3_4PRSM_1,BF3_4,PRSM_1,-0.412172661,0.19218019,7.2183
BF3_5PRSM_1,BF3_5,PRSM_1,-4.218252999,0.19218019,13.0711
BF3_6PRSM_1,BF3_6,PRSM_1,-2.456036008,0.19218019,11.5181
BF3_7PRSM_1,BF3_7,PRSM_1,-0.842906343,0.19218019,20.2486
BF3_8PRSM_1,BF3_8,PRSM_1,-0.334385004,0.19218019,11.424
BF3_9PRSM_1,BF3_9,PRSM_1,-0.442756531,0.19218019,11.4164
BF3_10PRSM_1,BF3_10,PRSM_1,-0.823034018,0.19218019,10.3331
BF4_1PRSM_1,BF4_1,PRSM_1,-9366.152066,0.19218019,3.3051
BF4_2PRSM_1,BF4_2,PRSM_1,-0.370127466,0.19218019,3.1653
BF4_3PRSM_1,BF4_3,PRSM_1,-58960.79484,0.19218019,8.982
BF4_4PRSM_1,BF4_4,PRSM_1,-2.42E+11,0.19218019,8.0127
BF4_5PRSM_1,BF4_5,PRSM_1,-11.51910014,0.19218019,7.6237
BF4_6PRSM_1,BF4_6,PRSM_1,-226.4085016,0.19218019,7.2334
BF4_7PRSM_1,BF4_7,PRSM_1,0.058944809,0.19218019,6.999
BF4_8PRSM_1,BF4_8,PRSM_1,-1.135651241,0.19218019,7.4864
BF4_9PRSM_1,BF4_9,PRSM_1,-22.21506203,0.19218019,7.4945
BF4_10PRSM_1,BF4_10,PRSM_1,-0.440773854,0.19218019,7.4864
BF5_1PRSM_1,BF5_1,PRSM_1,-7276563.972,0.19218019,11.2048
BF5_2PRSM_1,BF5_2,PRSM_1,-18089.85537,0.19218019,7.8965
BF5_3PRSM_1,BF5_3,PRSM_1,-4.415818122,0.19218019,8.1131
BF5_4PRSM_1,BF5_4,PRSM_1,-13.35814678,0.19218019,7.9819
BF5_5PRSM_1,BF5_5,PRSM_1,-765.4903029,0.19218019,8.5933
BF5_6PRSM_1,BF5_6,PRSM_1,-7.873944196,0.19218019,7.9112
BF5_7PRSM_1,BF5_7,PRSM_1,-520.0767034,0.19218019,7.8309
BF5_8PRSM_1,BF5_8,PRSM_1,-0.363701452,0.19218019,8.9492
BF5_9PRSM_1,BF5_9,PRSM_1,-0.88514409,0.19218019,7.6025
BF5_10PRSM_1,BF5_10,PRSM_1,-0.141262409,0.19218019,9.3796
BF6_1PRSM_1,BF6_1,PRSM_1,-1.424129811,0.19218019,2.0491
BF6_2PRSM_1,BF6_2,PRSM_1,-0.572962498,0.19218019,2.0474
BF6_3PRSM_1,BF6_3,PRSM_1,-1.037693394,0.19218019,6.8454
BF6_4PRSM_1,BF6_4,PRSM_1,-0.351808087,0.19218019,6.7972
BF6_5PRSM_1,BF6_5,PRSM_1,-0.306343591,0.19218019,7.3967
BF6_6PRSM_1,BF6_6,PRSM_1,-0.192949423,0.19218019,7.2337
BF6_7PRSM_1,BF6_7,PRSM_1,-0.062449494,0.19218019,8.153
BF6_8PRSM_1,BF6_8,PRSM_1,-0.104706483,0.19218019,7.3543
BF6_9PRSM_1,BF6_9,PRSM_1,0.023133802,0.19218019,7.5405
BF6_10PRSM_1,BF6_10,PRSM_1,0.034025008,0.19218019,7.9283
BF7_1PRSM_1,BF7_1,PRSM_1,0.698105361,0.19218019,2.9316
BF7_2PRSM_1,BF7_2,PRSM_1,0.286912233,0.19218019,8.4313
BF7_3PRSM_1,BF7_3,PRSM_1,0.40907396,0.19218019,5.2172
BF7_4PRSM_1,BF7_4,PRSM_1,0.604850061,0.19218019,5.4522
BF7_5PRSM_1,BF7_5,PRSM_1,0.606255405,0.19218019,5.6089
BF7_6PRSM_1,BF7_6,PRSM_1,0.463837462,0.19218019,6.9691
BF7_7PRSM_1,BF7_7,PRSM_1,0.582800846,0.19218019,6.7209
BF7_8PRSM_1,BF7_8,PRSM_1,0.5912494,0.19218019,6.8568
BF7_9PRSM_1,BF7_9,PRSM_1,0.618903742,0.19218019,10.9069
BF7_10PRSM_1,BF7_10,PRSM_1,0.569601179,0.19218019,8.2015
BF8_1PRSM_1,BF8_1,PRSM_1,-8.380664456,0.19218019,6.2479
BF8_2PRSM_1,BF8_2,PRSM_1,-2.769087416,0.19218019,6.7385
BF8_3PRSM_1,BF8_3,PRSM_1,-1.886374506,0.19218019,6.7998
BF8_4PRSM_1,BF8_4,PRSM_1,0.115474573,0.19218019,5.7764
BF8_5PRSM_1,BF8_5,PRSM_1,-0.285954663,0.19218019,5.638
BF8_6PRSM_1,BF8_6,PRSM_1,0.147485239,0.19218019,5.8888
BF8_7PRSM_1,BF8_7,PRSM_1,0.362171556,0.19218019,5.5852
BF8_8PRSM_1,BF8_8,PRSM_1,0.139183066,0.19218019,7.5773
BF8_9PRSM_1,BF8_9,PRSM_1,0.37574155,0.19218019,6.1369
BF8_10PRSM_1,BF8_10,PRSM_1,0.036009268,0.19218019,5.901
BF9_1PRSM_1,BF9_1,PRSM_1,-1.59596689,0.19218019,13.8817
BF9_2PRSM_1,BF9_2,PRSM_1,0.083653574,0.19218019,9.4926
BF9_3PRSM_1,BF9_3,PRSM_1,-1.339518457,0.19218019,7.0277
BF9_4PRSM_1,BF9_4,PRSM_1,-0.425882601,0.19218019,9.2917
BF9_5PRSM_1,BF9_5,PRSM_1,-2.548798692,0.19218019,7.5464
BF9_6PRSM_1,BF9_6,PRSM_1,-3.196740299,0.19218019,8.848
BF9_7PRSM_1,BF9_7,PRSM_1,-1.229422395,0.19218019,8.8299
BF9_8PRSM_1,BF9_8,PRSM_1,-0.433637596,0.19218019,10.1122
BF9_9PRSM_1,BF9_9,PRSM_1,-0.048131078,0.19218019,10.7191
BF9_10PRSM_1,BF9_10,PRSM_1,0.098873085,0.19218019,12.3367
BF10_1PRSM_1,BF10_1,PRSM_1,0.777289523,0.19218019,5.8942
BF10_2PRSM_1,BF10_2,PRSM_1,0.818768807,0.19218019,5.710799996
BF10_3PRSM_1,BF10_3,PRSM_1,0.853437648,0.19218019,10.6541
BF10_4PRSM_1,BF10_4,PRSM_1,0.861862875,0.19218019,6.894999999
BF10_5PRSM_1,BF10_5,PRSM_1,0.854696464,0.19218019,7.222400005
BF10_6PRSM_1,BF10_6,PRSM_1,0.840445528,0.19218019,8.251099998
BF10_7PRSM_1,BF10_7,PRSM_1,0.849159518,0.19218019,8.659300003
BF10_8PRSM_1,BF10_8,PRSM_1,0.86688595,0.19218019,9.044599998
BF10_9PRSM_1,BF10_9,PRSM_1,0.852421798,0.19218019,12.0863
BF10_10PRSM_1,BF10_10,PRSM_1,0.85228957,0.19218019,10.9269
BF11_1PRSM_1,BF11_1,PRSM_1,-0.493954183,0.19218019,1.528699999
BF11_2PRSM_1,BF11_2,PRSM_1,-0.07852776,0.19218019,1.539800001
BF11_3PRSM_1,BF11_3,PRSM_1,-7.782488227,0.19218019,4.754600002
BF11_4PRSM_1,BF11_4,PRSM_1,-0.519748983,0.19218019,4.730799999
BF11_5PRSM_1,BF11_5,PRSM_1,-0.219195975,0.19218019,4.392900002
BF11_6PRSM_1,BF11_6,PRSM_1,-0.488116831,0.19218019,4.565500003
BF11_7PRSM_1,BF11_7,PRSM_1,-0.368808024,0.19218019,4.441700001
BF11_8PRSM_1,BF11_8,PRSM_1,-0.586132657,0.19218019,4.623299999
BF11_9PRSM_1,BF11_9,PRSM_1,-0.248800049,0.19218019,4.8948
BF11_10PRSM_1,BF11_10,PRSM_1,-0.244129112,0.19218019,4.778699998
BF12_1PRSM_1,BF12_1,PRSM_1,-0.764639762,0.19218019,7.011299998
BF12_2PRSM_1,BF12_2,PRSM_1,-0.510964054,0.19218019,5.775200005
BF12_3PRSM_1,BF12_3,PRSM_1,-0.350961993,0.19218019,6.130199999
BF12_4PRSM_1,BF12_4,PRSM_1,-0.093095051,0.19218019,7.086199999
BF12_5PRSM_1,BF12_5,PRSM_1,-0.14294432,0.19218019,6.259300002
BF12_6PRSM_1,BF12_6,PRSM_1,-0.066195783,0.19218019,6.862199996
BF12_7PRSM_1,BF12_7,PRSM_1,-0.091745812,0.19218019,6.515199999
BF12_8PRSM_1,BF12_8,PRSM_1,-0.032956641,0.19218019,5.936300004
BF12_9PRSM_1,BF12_9,PRSM_1,-0.092247172,0.19218019,5.965599999
BF12_10PRSM_1,BF12_10,PRSM_1,-0.025349376,0.19218019,6.159100001
BF13_1PRSM_1,BF13_1,PRSM_1,-0.152503855,0.19218019,5.126699996
BF13_2PRSM_1,BF13_2,PRSM_1,-0.078233301,0.19218019,5.5359
BF13_3PRSM_1,BF13_3,PRSM_1,-0.129018326,0.19218019,6.495999996
BF13_4PRSM_1,BF13_4,PRSM_1,-0.05882332,0.19218019,7.301799998
BF13_5PRSM_1,BF13_5,PRSM_1,-0.056895899,0.19218019,6.877900001
BF13_6PRSM_1,BF13_6,PRSM_1,-0.039626834,0.19218019,7.532599999
BF13_7PRSM_1,BF13_7,PRSM_1,-0.02447435,0.19218019,8.51
BF13_8PRSM_1,BF13_8,PRSM_1,-0.019109525,0.19218019,10.3285
BF13_9PRSM_1,BF13_9,PRSM_1,-0.045245519,0.19218019,8.932799999
BF13_10PRSM_1,BF13_10,PRSM_1,-0.035733015,0.19218019,9.201399998
BF14_1PRSM_1,BF14_1,PRSM_1,-10.7407165,0.19218019,1.789299997
BF14_2PRSM_1,BF14_2,PRSM_1,-1.396979496,0.19218019,1.784600005
BF14_3PRSM_1,BF14_3,PRSM_1,-0.237473618,0.19218019,1.752899996
BF14_4PRSM_1,BF14_4,PRSM_1,-17.32555714,0.19218019,5.716900007
BF14_5PRSM_1,BF14_5,PRSM_1,-50.51260125,0.19218019,4.590100019
BF14_6PRSM_1,BF14_6,PRSM_1,-50.0080897,0.19218019,4.524899989
BF14_7PRSM_1,BF14_7,PRSM_1,-2.53493475,0.19218019,6.464000013
BF14_8PRSM_1,BF14_8,PRSM_1,-1.358360442,0.19218019,5.257499994
BF14_9PRSM_1,BF14_9,PRSM_1,-0.310933818,0.19218019,4.651600015
BF14_10PRSM_1,BF14_10,PRSM_1,-0.34287193,0.19218019,4.436700016
BF15_1PRSM_1,BF15_1,PRSM_1,0.31087124,0.19218019,1.170399999
BF15_2PRSM_1,BF15_2,PRSM_1,-0.684845722,0.19218019,1.224499996
BF15_3PRSM_1,BF15_3,PRSM_1,-0.145876789,0.19218019,1.21490001
BF15_4PRSM_1,BF15_4,PRSM_1,-0.605461412,0.19218019,4.356600002
BF15_5PRSM_1,BF15_5,PRSM_1,-0.428958706,0.19218019,4.535200016
BF15_6PRSM_1,BF15_6,PRSM_1,-0.410540624,0.19218019,4.605700007
BF15_7PRSM_1,BF15_7,PRSM_1,-0.156354895,0.19218019,4.454599992
BF15_8PRSM_1,BF15_8,PRSM_1,-0.152846912,0.19218019,4.498900016
BF15_9PRSM_1,BF15_9,PRSM_1,-0.070443687,0.19218019,4.552099992
BF15_10PRSM_1,BF15_10,PRSM_1,-0.140747801,0.19218019,4.386799992
BF16_1PRSM_1,BF16_1,PRSM_1,-1.83657185,0.19218019,1.254900009
BF16_2PRSM_1,BF16_2,PRSM_1,-0.592611913,0.19218019,1.193199998
BF16_3PRSM_1,BF16_3,PRSM_1,-0.024799274,0.19218019,1.183399989
BF16_4PRSM_1,BF16_4,PRSM_1,-5.382011289,0.19218019,4.389700029
BF16_5PRSM_1,BF16_5,PRSM_1,-5.668294386,0.19218019,4.367100017
BF16_6PRSM_1,BF16_6,PRSM_1,-1.371950062,0.19218019,4.633000004
BF16_7PRSM_1,BF16_7,PRSM_1,-1.709248438,0.19218019,4.392800009
BF16_8PRSM_1,BF16_8,PRSM_1,-3.896978828,0.19218019,4.407600005
BF16_9PRSM_1,BF16_9,PRSM_1,-1.643730169,0.19218019,4.418700009
BF16_10PRSM_1,BF16_10,PRSM_1,-0.232385847,0.19218019,4.425700012
BF17_1PRSM_1,BF17_1,PRSM_1,-0.493417793,0.19218019,1.242999999
BF17_2PRSM_1,BF17_2,PRSM_1,-0.354700526,0.19218019,4.754100017
BF17_3PRSM_1,BF17_3,PRSM_1,-0.389261521,0.19218019,4.709699977
BF17_4PRSM_1,BF17_4,PRSM_1,-0.193153209,0.19218019,4.696000004
BF17_5PRSM_1,BF17_5,PRSM_1,-0.127996521,0.19218019,4.974300005
BF17_6PRSM_1,BF17_6,PRSM_1,-0.095881612,0.19218019,4.899700005
BF17_7PRSM_1,BF17_7,PRSM_1,-0.102277391,0.19218019,5.015100003
BF17_8PRSM_1,BF17_8,PRSM_1,-0.071949993,0.19218019,4.77539999
BF17_9PRSM_1,BF17_9,PRSM_1,-0.117490395,0.19218019,4.944300017
BF17_10PRSM_1,BF17_10,PRSM_1,-0.089502172,0.19218019,5.054500012
BF18_1PRSM_1,BF18_1,PRSM_1,-0.396827899,0.19218019,4.789399994
BF18_2PRSM_1,BF18_2,PRSM_1,-0.119515442,0.19218019,4.932799988
BF18_3PRSM_1,BF18_3,PRSM_1,-0.053958637,0.19218019,5.008299995
BF18_4PRSM_1,BF18_4,PRSM_1,-0.045735578,0.19218019,5.414599997
BF18_5PRSM_1,BF18_5,PRSM_1,-0.076987906,0.19218019,5.404300013
BF18_6PRSM_1,BF18_6,PRSM_1,-0.074760159,0.19218019,5.883700003
BF18_7PRSM_1,BF18_7,PRSM_1,-0.050064071,0.19218019,7.312899994
BF18_8PRSM_1,BF18_8,PRSM_1,-0.044195299,0.19218019,6.243200005
BF18_9PRSM_1,BF18_9,PRSM_1,-0.019815251,0.19218019,6.487799998
BF18_10PRSM_1,BF18_10,PRSM_1,-0.062834244,0.19218019,6.723699989
BF19_1PRSM_1,BF19_1,PRSM_1,-0.32556761,0.19218019,6.2144
BF19_2PRSM_1,BF19_2,PRSM_1,-0.119200898,0.19218019,8.9043
BF19_3PRSM_1,BF19_3,PRSM_1,-0.091583948,0.19218019,11.4715
BF19_4PRSM_1,BF19_4,PRSM_1,-0.062239098,0.19218019,13.8327
BF19_5PRSM_1,BF19_5,PRSM_1,-0.033822422,0.19218019,14.5956
BF19_6PRSM_1,BF19_6,PRSM_1,-0.026852129,0.19218019,13.2974
BF19_7PRSM_1,BF19_7,PRSM_1,-0.032545064,0.19218019,12.4702
BF19_8PRSM_1,BF19_8,PRSM_1,-0.035195883,0.19218019,9.9752
BF19_9PRSM_1,BF19_9,PRSM_1,-0.017533824,0.19218019,14.3843
BF19_10PRSM_1,BF19_10,PRSM_1,-0.020790252,0.19218019,13.8336
BF20_1PRSM_1,BF20_1,PRSM_1,-2.738342279,0.19218019,1.679400004
BF20_2PRSM_1,BF20_2,PRSM_1,-0.461698814,0.19218019,1.615400004
BF20_3PRSM_1,BF20_3,PRSM_1,-0.374538634,0.19218019,1.560199998
BF20_4PRSM_1,BF20_4,PRSM_1,-0.264996169,0.19218019,4.909399999
BF20_5PRSM_1,BF20_5,PRSM_1,-0.236940501,0.19218019,4.885700007
BF20_6PRSM_1,BF20_6,PRSM_1,-0.28341548,0.19218019,4.637999991
BF20_7PRSM_1,BF20_7,PRSM_1,-0.163251079,0.19218019,4.521099996
BF20_8PRSM_1,BF20_8,PRSM_1,-0.365885595,0.19218019,4.451200002
BF20_9PRSM_1,BF20_9,PRSM_1,-0.269829861,0.19218019,4.917599996
BF20_10PRSM_1,BF20_10,PRSM_1,-0.150534177,0.19218019,4.441199992
BF21_1PRSM_1,BF21_1,PRSM_1,-1.571191493,0.19218019,1.164100009
BF21_2PRSM_1,BF21_2,PRSM_1,-0.107998893,0.19218019,1.177999999
BF21_3PRSM_1,BF21_3,PRSM_1,-0.292092568,0.19218019,1.214300006
BF21_4PRSM_1,BF21_4,PRSM_1,-0.391967607,0.19218019,4.21039998
BF21_5PRSM_1,BF21_5,PRSM_1,-0.400912873,0.19218019,4.479099982
BF21_6PRSM_1,BF21_6,PRSM_1,-0.435231846,0.19218019,4.340400003
BF21_7PRSM_1,BF21_7,PRSM_1,-0.154176038,0.19218019,4.359199993
BF21_8PRSM_1,BF21_8,PRSM_1,-0.000276039,0.19218019,4.561199989
BF21_9PRSM_1,BF21_9,PRSM_1,0.034234097,0.19218019,4.569500001
BF21_10PRSM_1,BF21_10,PRSM_1,-0.049825741,0.19218019,4.444499995
BF22_1PRSM_1,BF22_1,PRSM_1,-0.633951751,0.19218019,1.261799989
BF22_2PRSM_1,BF22_2,PRSM_1,-0.277159087,0.19218019,4.447799998
BF22_3PRSM_1,BF22_3,PRSM_1,-0.236019332,0.19218019,5.259900005
BF22_4PRSM_1,BF22_4,PRSM_1,-0.094147431,0.19218019,4.601099994
BF22_5PRSM_1,BF22_5,PRSM_1,-0.153894581,0.19218019,4.512899992
BF22_6PRSM_1,BF22_6,PRSM_1,-0.081937161,0.19218019,4.618199986
BF22_7PRSM_1,BF22_7,PRSM_1,-0.087197811,0.19218019,4.601600005
BF22_8PRSM_1,BF22_8,PRSM_1,-0.084967406,0.19218019,4.700800011
BF22_9PRSM_1,BF22_9,PRSM_1,-0.067630716,0.19218019,4.932099997
BF22_10PRSM_1,BF22_10,PRSM_1,-0.036120483,0.19218019,5.06369998
BF23_1PRSM_1,BF23_1,PRSM_1,-1.138706421,0.19218019,4.722700003
BF23_2PRSM_1,BF23_2,PRSM_1,-0.131168162,0.19218019,4.827099998
BF23_3PRSM_1,BF23_3,PRSM_1,-0.161310967,0.19218019,4.956600009
BF23_4PRSM_1,BF23_4,PRSM_1,-0.085021483,0.19218019,5.161700014
BF23_5PRSM_1,BF23_5,PRSM_1,-0.034494176,0.19218019,6.024700007
BF23_6PRSM_1,BF23_6,PRSM_1,-0.047959695,0.19218019,6.894900005
BF23_7PRSM_1,BF23_7,PRSM_1,-0.05196092,0.19218019,5.748700001
BF23_8PRSM_1,BF23_8,PRSM_1,-0.049434209,0.19218019,5.899800017
BF23_9PRSM_1,BF23_9,PRSM_1,-0.017309331,0.19218019,6.568200006
BF23_10PRSM_1,BF23_10,PRSM_1,-0.037395398,0.19218019,7.123699994
BF24_1PRSM_1,BF24_1,PRSM_1,-0.361407746,0.19218019,5.780700005
BF24_2PRSM_1,BF24_2,PRSM_1,-0.153268867,0.19218019,5.747099996
BF24_3PRSM_1,BF24_3,PRSM_1,-0.074767609,0.19218019,5.94019999
BF24_4PRSM_1,BF24_4,PRSM_1,-0.059780836,0.19218019,6.682499981
BF24_5PRSM_1,BF24_5,PRSM_1,-0.03581379,0.19218019,8.243299999
BF24_6PRSM_1,BF24_6,PRSM_1,-0.027066726,0.19218019,7.562300001
BF24_7PRSM_1,BF24_7,PRSM_1,-0.029354977,0.19218019,8.193599984
BF24_8PRSM_1,BF24_8,PRSM_1,-0.003452994,0.19218019,9.127600002
BF24_9PRSM_1,BF24_9,PRSM_1,-0.026235613,0.19218019,9.981699979
BF24_10PRSM_1,BF24_10,PRSM_1,-0.0245268,0.19218019,11.04350002
BF25_1PRSM_1,BF25_1,PRSM_1,-81.17454162,0.19218019,1.751999996
BF25_2PRSM_1,BF25_2,PRSM_1,-3.332446085,0.19218019,1.768000002
BF25_3PRSM_1,BF25_3,PRSM_1,-0.088699319,0.19218019,1.624299999
BF25_4PRSM_1,BF25_4,PRSM_1,-1.758528781,0.19218019,4.742399964
BF25_5PRSM_1,BF25_5,PRSM_1,-1.408159412,0.19218019,4.573899976
BF25_6PRSM_1,BF25_6,PRSM_1,-0.185868108,0.19218019,4.464600031
BF25_7PRSM_1,BF25_7,PRSM_1,-0.355452614,0.19218019,4.533500032
BF25_8PRSM_1,BF25_8,PRSM_1,-0.168072558,0.19218019,4.542799987
BF25_9PRSM_1,BF25_9,PRSM_1,-0.565994178,0.19218019,4.546699987
BF25_10PRSM_1,BF25_10,PRSM_1,-0.188493927,0.19218019,4.414700015
BF26_1PRSM_1,BF26_1,PRSM_1,-4.666574264,0.19218019,1.171299999
BF26_2PRSM_1,BF26_2,PRSM_1,-20.35959759,0.19218019,1.192000011
BF26_3PRSM_1,BF26_3,PRSM_1,-45.87454704,0.19218019,1.23759998
BF26_4PRSM_1,BF26_4,PRSM_1,-16.32657547,0.19218019,4.259299982
BF26_5PRSM_1,BF26_5,PRSM_1,-63.23308898,0.19218019,4.350100018
BF26_6PRSM_1,BF26_6,PRSM_1,-3.047174899,0.19218019,4.805100034
BF26_7PRSM_1,BF26_7,PRSM_1,-8.304592401,0.19218019,4.440299992
BF26_8PRSM_1,BF26_8,PRSM_1,-1.725231543,0.19218019,4.404099964
BF26_9PRSM_1,BF26_9,PRSM_1,-5.416363711,0.19218019,4.475000009
BF26_10PRSM_1,BF26_10,PRSM_1,-2.251471813,0.19218019,4.640000028
BF27_1PRSM_1,BF27_1,PRSM_1,-0.470682803,0.19218019,1.242599988
BF27_2PRSM_1,BF27_2,PRSM_1,-0.276991433,0.19218019,4.444999999
BF27_3PRSM_1,BF27_3,PRSM_1,-0.070396941,0.19218019,4.503400007
BF27_4PRSM_1,BF27_4,PRSM_1,-0.037024719,0.19218019,4.52100001
BF27_5PRSM_1,BF27_5,PRSM_1,-0.046861195,0.19218019,4.556399988
BF27_6PRSM_1,BF27_6,PRSM_1,-0.019043378,0.19218019,4.658300008
BF27_7PRSM_1,BF27_7,PRSM_1,0.004375833,0.19218019,6.263700008
BF27_8PRSM_1,BF27_8,PRSM_1,0.070479666,0.19218019,4.853699997
BF27_9PRSM_1,BF27_9,PRSM_1,0.057112779,0.19218019,4.868700009
BF27_10PRSM_1,BF27_10,PRSM_1,0.068801556,0.19218019,4.946900022
BF28_1PRSM_1,BF28_1,PRSM_1,-0.367425898,0.19218019,4.890200027
BF28_2PRSM_1,BF28_2,PRSM_1,-0.119677411,0.19218019,4.92549999
BF28_3PRSM_1,BF28_3,PRSM_1,-0.023136241,0.19218019,5.433599988
BF28_4PRSM_1,BF28_4,PRSM_1,0.020339748,0.19218019,5.305799976
BF28_5PRSM_1,BF28_5,PRSM_1,0.054588114,0.19218019,5.614000009
BF28_6PRSM_1,BF28_6,PRSM_1,0.071690668,0.19218019,5.801499996
BF28_7PRSM_1,BF28_7,PRSM_1,0.035072988,0.19218019,6.032099991
BF28_8PRSM_1,BF28_8,PRSM_1,0.104960339,0.19218019,6.294499966
BF28_9PRSM_1,BF28_9,PRSM_1,0.064218978,0.19218019,6.540499977
BF28_10PRSM_1,BF28_10,PRSM_1,0.046217967,0.19218019,6.765099999
BF29_1PRSM_1,BF29_1,PRSM_1,-0.156576178,0.19218019,5.327899999
BF29_2PRSM_1,BF29_2,PRSM_1,0.002538175,0.19218019,5.582600017
BF29_3PRSM_1,BF29_3,PRSM_1,0.020266168,0.19218019,6.36259999
BF29_4PRSM_1,BF29_4,PRSM_1,0.059106696,0.19218019,6.844700009
BF29_5PRSM_1,BF29_5,PRSM_1,0.074022477,0.19218019,7.320099976
BF29_6PRSM_1,BF29_6,PRSM_1,0.052425731,0.19218019,7.56079999
BF29_7PRSM_1,BF29_7,PRSM_1,0.10063326,0.19218019,8.249300023
BF29_8PRSM_1,BF29_8,PRSM_1,0.100008452,0.19218019,8.657600003
BF29_9PRSM_1,BF29_9,PRSM_1,0.085813213,0.19218019,9.6567
BF29_10PRSM_1,BF29_10,PRSM_1,0.081392125,0.19218019,10.61140002
BF30_1PRSM_1,BF30_1,PRSM_1,-16.86470584,0.19218019,2.243299998
BF30_2PRSM_1,BF30_2,PRSM_1,-0.984531503,0.19218019,1.9168
BF30_3PRSM_1,BF30_3,PRSM_1,-0.16945745,0.19218019,1.620399984
BF30_4PRSM_1,BF30_4,PRSM_1,-3.482798179,0.19218019,4.727699998
BF30_5PRSM_1,BF30_5,PRSM_1,-1.408793211,0.19218019,4.441800033
BF30_6PRSM_1,BF30_6,PRSM_1,-0.391222773,0.19218019,4.280999972
BF30_7PRSM_1,BF30_7,PRSM_1,-0.779937287,0.19218019,4.361199986
BF30_8PRSM_1,BF30_8,PRSM_1,-0.17203631,0.19218019,4.579199987
BF30_9PRSM_1,BF30_9,PRSM_1,-0.670697103,0.19218019,4.397800003
BF30_10PRSM_1,BF30_10,PRSM_1,-0.170352042,0.19218019,4.425099993
BF31_1PRSM_1,BF31_1,PRSM_1,-0.42091603,0.19218019,1.167200011
BF31_2PRSM_1,BF31_2,PRSM_1,-0.575220181,0.19218019,1.410600002
BF31_3PRSM_1,BF31_3,PRSM_1,-0.331790084,0.19218019,1.191700008
BF31_4PRSM_1,BF31_4,PRSM_1,-0.699633028,0.19218019,4.182599994
BF31_5PRSM_1,BF31_5,PRSM_1,-0.276945605,0.19218019,4.40960002
BF31_6PRSM_1,BF31_6,PRSM_1,-0.45245825,0.19218019,4.361700005
BF31_7PRSM_1,BF31_7,PRSM_1,-0.188791153,0.19218019,4.402100036
BF31_8PRSM_1,BF31_8,PRSM_1,-0.328839793,0.19218019,4.57260001
BF31_9PRSM_1,BF31_9,PRSM_1,-0.181988537,0.19218019,4.630999974
BF31_10PRSM_1,BF31_10,PRSM_1,-0.098569387,0.19218019,4.6496
BF32_1PRSM_1,BF32_1,PRSM_1,-1.009981897,0.19218019,1.1677
BF32_2PRSM_1,BF32_2,PRSM_1,-0.139456839,0.19218019,1.2231
BF32_3PRSM_1,BF32_3,PRSM_1,-0.094035447,0.19218019,1.208500005
BF32_4PRSM_1,BF32_4,PRSM_1,-0.246528912,0.19218019,4.640600004
BF32_5PRSM_1,BF32_5,PRSM_1,-0.571750647,0.19218019,4.583599963
BF32_6PRSM_1,BF32_6,PRSM_1,-0.242949394,0.19218019,4.577499989
BF32_7PRSM_1,BF32_7,PRSM_1,-0.28930359,0.19218019,4.599500011
BF32_8PRSM_1,BF32_8,PRSM_1,-0.313269994,0.19218019,4.530800026
BF32_9PRSM_1,BF32_9,PRSM_1,-0.074258936,0.19218019,4.533799962
BF32_10PRSM_1,BF32_10,PRSM_1,-0.136580921,0.19218019,4.677500008
BF33_1PRSM_1,BF33_1,PRSM_1,-33.57743388,0.19218019,1.504199987
