BF,dataset,dim,size,nonlinearity,mean,harmonic_mean,standard_deviation,median,MSE_PRSM_1,RMSE_PRSM_1,MAE_PRSM_1,MSE_PRSM_2,RMSE_PRSM_2,MAE_PRSM_2,gradient1,gradient2,gradient3,gradient4
BF39,BF39_10,2,120,0.393200351,-3.33E-17,-0.033086234,1,-0.348742828,0.631794186,0.79485482,0.624022785,4.24E-31,6.51E-16,4.66E-16,-0.012530744,0.001565106,0.067404191,0.00029096
BF40,BF40_1,2,12,0.78342853,-5.55E-17,-0.736353432,1,-0.39969221,0.953096798,0.976266766,0.770765065,6.17E-31,7.85E-16,6.34E-16,0.002656454,0.034053549,0.332696799,0.000271904
BF40,BF40_2,2,24,0.687021936,-3.70E-17,-0.467994274,1,-0.377073082,0.902044731,0.949760355,0.765989951,1.17E-30,1.08E-15,8.02E-16,0.034367854,0.020776841,0.139644493,0.005113381
BF40,BF40_3,2,36,0.921475318,-1.42E-16,0.3136294,1,-0.495337913,0.993833874,0.99691217,0.864353101,5.96E-31,7.72E-16,5.88E-16,-0.002484459,0.027430173,0.165435509,0.000411938
BF40,BF40_4,2,48,0.945235165,8.79E-17,-1.625853946,1,-0.444311377,0.997000813,0.99849928,0.768478186,1.17E-30,1.08E-15,8.26E-16,-0.009141531,0.03113422,0.116508066,0.002442873
BF40,BF40_5,2,60,0.759617584,5.55E-17,1.167176367,1,-0.487065925,0.942216294,0.970678265,0.767782054,2.99E-30,1.73E-15,1.24E-15,-0.006271992,0.003052084,0.156658197,0.000122194
BF40,BF40_6,2,72,0.725475081,0,0.047747941,1,-0.346490409,0.924636069,0.961579986,0.680438989,3.04E-31,5.51E-16,3.62E-16,0.001440709,0.007372802,0.150084642,7.08E-05
BF40,BF40_7,2,84,0.887630179,1.77E-16,-0.944475997,1,-0.332686287,0.987373023,0.993666455,0.749232931,1.09E-30,1.05E-15,7.77E-16,-0.001518668,0.010286966,0.089142576,0.000175253
BF40,BF40_8,2,96,0.901504484,0,-0.125505882,1,-0.423362302,0.990298633,0.995137495,0.772641959,6.98E-31,8.36E-16,6.81E-16,0.00140074,0.007343892,0.103129823,9.97E-05
BF40,BF40_9,2,108,0.949074766,2.47E-17,-32.9224153,1,-0.366114799,0.997406621,0.998702468,0.75188674,7.39E-31,8.60E-16,6.92E-16,0.003450322,0.002082944,0.116582856,6.16E-05
BF40,BF40_10,2,120,0.913797136,-7.40E-17,-1.710172015,1,-0.381155283,0.992569066,0.996277605,0.788395117,8.14E-31,9.02E-16,6.36E-16,0.003438847,0.00329943,0.086857577,0.00013063
BF41,BF41_1,2,12,0.878485848,6.01E-17,-0.42620545,1,-0.362964905,0.985234311,0.992589699,0.827286169,0.00606549,0.077881256,0.066157708,-0.004718796,0.13432888,0.218416893,0.002902114
BF41,BF41_2,2,24,0.801105327,-2.78E-17,-0.733908261,1,-0.478803011,0.960440909,0.980020872,0.825458681,0.004143059,0.064366598,0.054519825,0.021062178,0.015908943,0.182979356,0.001831228
BF41,BF41_3,2,36,0.791309385,2.22E-16,-2.511144322,1,-0.294747063,0.956448227,0.977981711,0.860959313,0.004375693,0.066149024,0.056350749,-0.012257845,0.004350173,0.130226395,0.00040947
BF41,BF41_4,2,48,0.723289629,-3.70E-17,-3.7140137,1,-0.352986725,0.923431371,0.960953365,0.807584322,0.006113819,0.078190911,0.064906177,0.011354145,0.019910927,0.139820244,0.001616873
BF41,BF41_5,2,60,0.805019797,0,0.784348864,1,-0.219171254,0.96198272,0.980807178,0.770100498,0.003636802,0.060305903,0.049236269,0.009071433,0.011414527,0.129656612,0.000798618
BF41,BF41_6,2,72,0.636030728,7.40E-17,-0.203693154,1,-0.390205869,0.867526369,0.931410956,0.739805571,0.004794714,0.069243873,0.058910438,0.007952827,0.000415587,0.113271634,2.92E-05
BF41,BF41_7,2,84,0.809427729,3.09E-16,-0.536863563,1,-0.315679716,0.96368221,0.981673168,0.754917201,0.005152006,0.071777473,0.060047334,0.000737022,0.011805498,0.106325712,8.18E-05
BF41,BF41_8,2,96,0.629741008,-7.40E-17,-2.236730702,1,-0.318120467,0.862908279,0.928928565,0.765267999,0.008140294,0.090223578,0.078222203,0.003205524,0.013773002,0.10128893,0.000435879
BF41,BF41_9,2,108,0.74685787,-2.21E-16,-42.41104171,1,-0.359829512,0.935919062,0.967429099,0.799853775,0.007365707,0.085823698,0.074877054,0.001343008,0.003482888,0.091399792,5.12E-05
BF41,BF41_10,2,120,0.675819977,7.40E-17,-0.013769239,1,-0.428309364,0.894907313,0.945995408,0.757894186,0.006532527,0.080824052,0.071052428,-4.74E-06,0.010326903,0.091683379,5.34E-07
BF42,BF42_1,2,12,0.922180115,1.48E-16,0.009162322,1,-0.452004689,0.993944066,0.996967435,0.72698187,0.142700923,0.377757757,0.296226354,-0.134403236,0.108925335,0.455701647,0.032126102
BF42,BF42_2,2,24,0.86397796,-1.85E-17,-0.705101552,1,-0.510304176,0.981498005,0.990705811,0.755651042,0.195715482,0.442397426,0.370905728,-0.012688263,0.017926271,0.366487364,0.000620631
BF42,BF42_3,2,36,0.9568272,-5.55E-17,-0.300275547,1,-0.497991666,0.998136109,0.99906762,0.714053359,0.2217168,0.470868134,0.383043035,-0.03669753,0.000519305,0.3304729,5.77E-05
BF42,BF42_4,2,48,0.801900463,9.25E-18,-0.821357716,1,-0.510710548,0.960756573,0.980181908,0.678767343,0.233973624,0.483708201,0.400565079,-0.067467866,0.03750796,0.35475929,0.007133237
BF42,BF42_5,2,60,0.965535076,2.04E-17,-1.199811077,1,-0.504871188,0.998812169,0.999405908,0.707012731,0.234786523,0.484547751,0.39576459,-0.030616443,0.010147674,0.266302114,0.001166666
BF42,BF42_6,2,72,0.930931966,-6.17E-18,0.31032033,1,-0.517294618,0.995229607,0.997611952,0.725367424,0.233857322,0.483587967,0.384586958,0.00085545,0.009475276,0.266011213,3.05E-05
BF42,BF42_7,2,84,0.931653006,-1.39E-16,-0.995224747,1,-0.524994325,0.995328688,0.99766161,0.72780734,0.227985164,0.47747792,0.383954783,-0.022370155,0.030369977,0.272378451,0.002494254
BF42,BF42_8,2,96,0.922788552,1.85E-17,0.204369662,1,-0.513638205,0.994038392,0.99701474,0.723211402,0.233062206,0.482765166,0.394735817,-0.0019557,0.003696214,0.215126955,3.36E-05
BF42,BF42_9,2,108,0.846497285,-9.25E-17,-2.012976098,1,-0.510798998,0.976436916,0.988148226,0.70408217,0.226449315,0.475866908,0.383199776,-0.003277796,0.00628936,0.220711063,9.34E-05
BF42,BF42_10,2,120,0.990406169,7.40E-18,0.220206165,1,-0.514203023,0.999907958,0.999953978,0.724512727,0.223800472,0.473075546,0.378622713,-0.002129265,0.001294311,0.249050849,1.11E-05
BF43,BF43_1,2,12,0.692278942,0,-1.845769734,1,-0.588789555,0.905307751,0.951476616,0.778852542,0.193387596,0.439758565,0.35100529,0.068217394,0.02536768,0.584613555,0.002960104
BF43,BF43_2,2,24,0.718470569,-1.85E-17,-0.175292208,1,-0.241588141,0.920741179,0.959552593,0.732474047,0.204771741,0.452517117,0.371805328,-0.014284939,0.029805002,0.432790329,0.000983762
BF43,BF43_3,2,36,0.830685188,1.97E-16,-1.598888384,1,-0.413375623,0.971332495,0.98556202,0.779230339,0.271513248,0.521069331,0.401458363,-0.052153733,0.030971246,0.378643733,0.004265926
BF43,BF43_4,2,48,0.873547457,-1.85E-17,-0.635471581,1,-0.431129108,0.984009754,0.991972658,0.73088184,0.164579254,0.405683687,0.302393919,0.049756158,0.019495454,0.323449475,0.002998981
BF43,BF43_5,2,60,0.787205609,1.55E-16,-1.513096495,1,-0.433073838,0.954718547,0.977097,0.782867604,0.262267906,0.512120987,0.379821344,0.002474708,0.01243673,0.276387612,0.000111355
BF43,BF43_6,2,72,0.942996624,-1.11E-16,-2.208419353,1,-0.459254642,0.996750615,0.998373986,0.767346573,0.236410992,0.486221135,0.379099674,0.01318245,0.002210885,0.253148136,0.00011513
BF43,BF43_7,2,84,0.972874267,-1.81E-16,-0.707305598,1,-0.460921515,0.999264195,0.99963203,0.76648549,0.294984348,0.543124616,0.429946365,0.016526632,0.01660853,0.287391681,0.000955084
BF43,BF43_8,2,96,0.920309304,-7.40E-17,4.928589599,1,-0.393764673,0.993649393,0.996819639,0.735208202,0.287534231,0.536222185,0.410013781,0.004909801,0.016589611,0.230520556,0.000353338
BF43,BF43_9,2,108,0.933601375,4.37E-17,-1.053613727,1,-0.444124098,0.995591223,0.997793176,0.761420407,0.265908632,0.515663293,0.401808898,0.029795464,0.0220979,0.25211059,0.00261162
BF43,BF43_10,2,120,0.929311507,-7.40E-17,0.216845077,1,-0.425080031,0.995003137,0.99749844,0.786042787,0.282482197,0.531490542,0.416845231,-0.008725112,0.014619072,0.248859942,0.00051255
BF44,BF44_1,2,12,0.773435247,1.11E-16,1.023516115,1,0.652951349,0.948668413,0.973996105,0.850967202,0.884907812,0.940695388,0.81899499,0.016013062,0.053715234,0.588599337,0.001461343
BF44,BF44_2,2,24,0.905378875,1.11E-16,-0.141414244,1,0.566248081,0.991046843,0.995513356,0.803115021,0.933688051,0.966275349,0.791191726,0.032484832,0.015932931,0.334186231,0.001548773
BF44,BF44_3,2,36,0.805109946,-1.54E-17,1.474645034,1,0.578126837,0.962017867,0.980825095,0.714461452,0.763359874,0.873704684,0.63343538,-0.121908158,0.029008986,0.421595546,0.00838821
BF44,BF44_4,2,48,0.745292403,-1.30E-16,-2.049549784,1,0.650353339,0.93512404,0.967018118,0.762959619,0.838426688,0.915656425,0.717969258,-0.035782833,0.008137956,0.318418637,0.000914517
BF44,BF44_5,2,60,0.737822704,1.85E-18,0.611924452,1,0.645357388,0.931263066,0.965019723,0.765384724,0.806236471,0.897906716,0.703745965,0.022044161,0.000760324,0.383793048,4.37E-05
BF44,BF44_6,2,72,0.818901764,-2.47E-17,1.141636509,1,0.585629988,0.967203429,0.983465011,0.772143439,0.859845619,0.927278609,0.726014832,0.03615829,0.011530025,0.293621501,0.001419876
BF44,BF44_7,2,84,0.771729728,-4.63E-17,0.607204242,1,0.603399937,0.947892683,0.973597803,0.756256026,0.780394328,0.883399302,0.664738911,-0.006771957,0.004530543,0.345003031,8.89E-05
BF44,BF44_8,2,96,0.730655043,-7.40E-17,2.310402942,1,0.569389316,0.927453294,0.963043765,0.675829862,0.795410819,0.891858071,0.663662355,0.004037239,0.021563781,0.218744604,0.00039799
BF44,BF44_9,2,108,0.723840893,7.20E-17,0.537621939,1,0.626021827,0.923736148,0.961111933,0.746262802,0.820099707,0.905593566,0.708227529,0.016083424,0.003118932,0.256772397,0.00019536
BF44,BF44_10,2,120,0.76808157,-7.59E-17,0.976723122,1,0.611547279,0.946213842,0.972735237,0.763738651,0.884185184,0.940311216,0.721125932,0.019382862,0.014332056,0.281867784,0.000985555
BF45,BF45_1,5,42,0.684743734,-4.23E-17,1.374922757,1,0.237240429,0.900613487,0.949006579,0.802718556,0.405167564,0.63652774,0.520362541,-0.107258444,0.05161103,0.54521569,0.012431505
BF45,BF45_2,5,84,0.604969327,2.97E-16,-4.309221171,1,0.242173199,0.843950767,0.918667931,0.715030779,0.728273145,0.853389211,0.649447409,-0.000121511,0.06624989,0.536049145,0.001932889
BF45,BF45_3,5,126,0.8195127,2.39E-16,-11.3171139,1,0.242889985,0.967424334,0.983577315,0.799014309,0.881073142,0.938654964,0.742968303,0.013897018,0.089081698,0.508979796,0.006476839
BF45,BF45_4,5,168,0.738536481,-9.52E-17,2.314210316,1,0.201429485,0.931636828,0.965213359,0.791454314,0.775971415,0.880892397,0.695876159,0.039967527,0.018134056,0.488890398,0.001190909
BF45,BF45_5,5,210,0.852929329,-4.23E-18,-1.080046943,1,0.269089142,0.978370218,0.989125987,0.825568708,0.8372451,0.915010984,0.748229852,-0.025302327,0.025877735,0.530813941,0.001735231
BF45,BF45_6,5,252,0.820120939,-1.59E-16,4.290948705,1,0.221717054,0.967643523,0.983688733,0.824383723,0.828904578,0.910441969,0.743820074,-0.00903878,0.028042607,0.476092458,0.001033332
BF45,BF45_7,5,294,0.861773099,0,0.168791203,1,0.232133403,0.980893324,0.990400588,0.809043961,0.89556175,0.946341244,0.768812835,0.003950449,0.029310076,0.484877943,0.00154755
BF45,BF45_8,5,336,0.885083535,9.52E-17,0.190171846,1,0.188103802,0.986794206,0.993375159,0.815584379,0.869576443,0.932510827,0.751750413,-0.013373052,0.035612661,0.516412849,0.000703212
BF45,BF45_9,5,378,0.789538974,7.28E-17,-1.11328336,1,0.178695017,0.955706157,0.977602249,0.828283584,0.840896828,0.917004269,0.749773678,-0.008218626,0.035646186,0.452326593,0.001282304
BF45,BF45_10,5,420,0.771559056,-1.18E-16,1.127603629,1,0.249410301,0.947814735,0.973557772,0.778915035,0.810490391,0.900272398,0.702994906,-0.009280032,0.0098279,0.47227662,0.000247372
BF46,BF46_1,8,90,0.784515438,-3.49E-16,-1.28227383,1,0.194869663,0.953566404,0.976507247,0.781764432,0.477531389,0.69103646,0.510184689,-0.063919558,0.048872197,0.548755363,0.005582202
BF46,BF46_2,8,180,0.812618564,2.10E-16,0.513533904,1,0.136838994,0.964888198,0.982287228,0.788871013,0.736458619,0.858171672,0.680552889,0.014016917,0.041455455,0.529197219,0.001982125
BF46,BF46_3,8,270,0.800024871,2.63E-17,7.704348417,1,0.164948407,0.960009948,0.979800974,0.794624857,0.754041547,0.868355657,0.703361061,-0.004598104,0.02399823,0.516957161,0.00057274
BF46,BF46_4,8,360,0.857329621,-2.96E-17,1.124857492,1,0.124123979,0.979645163,0.989770258,0.774036141,0.796987465,0.892741544,0.679951778,0.018743192,0.020460412,0.53412235,0.000504866
BF46,BF46_5,8,450,0.852996004,3.55E-17,0.146283176,1,0.12768633,0.978389825,0.989135898,0.792269139,0.867274903,0.931275954,0.729891582,-0.005352057,0.02876187,0.492418858,0.000838854
BF46,BF46_6,8,540,0.915261628,2.63E-17,-0.821461939,1,0.149093354,0.992819408,0.996403236,0.789746303,0.810285923,0.900158832,0.704795083,-0.009056945,0.026164785,0.489246325,0.000887065
BF46,BF46_7,8,630,0.830861401,0,2.192775449,1,0.12106146,0.971392134,0.985592276,0.78641504,0.861994496,0.928436587,0.738237497,0.001720289,0.02589028,0.483132158,0.000978441
BF46,BF46_8,8,720,0.867210538,3.21E-17,0.146695782,1,0.093045684,0.982366959,0.991144267,0.790422043,0.868590251,0.931981894,0.734878867,-0.003146902,0.014239967,0.50983462,0.000150749
BF46,BF46_9,8,810,0.808409713,-7.79E-17,-3.070619985,1,0.164298352,0.963293162,0.981474993,0.78911495,0.841729805,0.917458339,0.741696542,-0.009341753,0.011807543,0.507128153,0.000325171
BF46,BF46_10,8,900,0.885487262,-3.36E-17,-0.26538079,1,0.115670542,0.986886833,0.99342178,0.804197569,0.851028987,0.922512323,0.740252584,0.00302129,0.018561527,0.519775866,0.000422755
